CODIGO,ETAPA,DEPARTAMENTO,MUNICIPIO
COL046,Unico encuentro,Norte de Santander,Cúcuta
COL046,Unico encuentro,Norte de Santander,Ocaña
COL046,Unico encuentro,Norte de Santander,Convención
COL046,Unico encuentro,Norte de Santander,El Tarra
COL046,Unico encuentro,Norte de Santander,San Calixto
COL046,Unico encuentro,Norte de Santander,El Carmen
COL046,Unico encuentro,Norte de Santander,Sardinata
COL046,Unico encuentro,Norte de Santander,Ábrego
COL046,Unico encuentro,Norte de Santander,La Playa
COL046,Unico encuentro,Norte de Santander,Teorama
COL046,Unico encuentro,Norte de Santander,Tibú
COL046,Unico encuentro,Norte de Santander,Hacarí
COL046,Unico encuentro,Caquetá,Florencia
COL047,Apertura,Valle del Cauca,Cali
COL047,Apertura,Nariño,Pasto
COL047,Apertura,La Guajira,Riohacha
COL047,Apertura,Chocó,Quibdó
COL047,Seguimiento,Valle del Cauca,Cali
COL047,Seguimiento,Nariño,Pasto
COL047,Seguimiento,La Guajira,Riohacha
COL047,Seguimiento,Chocó,Quibdó
COL048,Apertura,Risaralda,Pereira
COL048,Apertura,Norte de Santander,Tibú
COL048,Apertura,Meta,Guamal
COL048,Apertura,Chocó,Rio Quito
COL048,Apertura,Cauca,Inzá
COL048,Seguimiento/Cierre,Cauca,Inzá
COL048,Seguimiento/Cierre,Cauca,Pereira
COL048,Seguimiento/Cierre,Cauca,Río Quito
COL048,Seguimiento/Cierre,Cauca,Tibú
COL049,Unico encuentro,Nariño,Pasto
COL049,Unico encuentro,La Guajira,Riohacha
COL049,Unico encuentro,Chocó,Quibdó
COL049,Unico encuentro,Cauca,Villa Rica
COL050,Unico encuentro,Tolima,Roncesvalles
COL050,Unico encuentro,Tolima,Rioblanco
COL050,Unico encuentro,Sucre,Morroa
COL050,Unico encuentro,Sucre,San Onofre
COL050,Unico encuentro,Sucre,San Antonio de Palmito
COL050,Unico encuentro,Norte de Santander,Puerto Santander
COL050,Unico encuentro,Norte de Santander,Lourdes
COL050,Unico encuentro,Norte de Santander,La Esperanza
COL050,Unico encuentro,Nariño,Tumaco
COL050,Unico encuentro,Nariño,El Rosario
COL050,Unico encuentro,Meta,Puerto López
COL050,Unico encuentro,Meta,Mapiripán
COL050,Unico encuentro,Meta,Granada
COL050,Unico encuentro,Córdoba,Montelibano
COL050,Unico encuentro,Córdoba,San José de Uré
COL050,Unico encuentro,Cauca,Santander de Quilichao
COL050,Unico encuentro,Cauca,Suárez
COL050,Unico encuentro,Cauca,Guachené
COL050,Unico encuentro,Cauca,Villa Rica
COL050,Unico encuentro,Bolívar,San Juan Nepomuceno
COL050,Unico encuentro,Bolívar,Simití
COL050,Unico encuentro,Antioquia,El Bagre
COL051,Apertura,Antioquia,Caucasia
COL051,Apertura,Antioquia,El Bagre
COL051,Apertura,Antioquia,Anorí
COL051,Seguimiento/Cierre,Antioquia,Nechi
COL051,Seguimiento/Cierre,Antioquia,
COL051,Seguimiento/Cierre,Antioquia,
COL052,Apertura,Norte de Santander,Villa del Rosario
COL052,Apertura,Nariño,Cumbal
COL052,Apertura,La Guajira,Maicao
COL052,Apertura,Atlántico,Soledad
COL052,Apertura,Arauca,Arauquita
COL052,Seguimiento/Cierre,Norte de Santander,Villa del Rosario
COL052,Seguimiento/Cierre,Nariño,Cumbal
COL052,Seguimiento/Cierre,La Guajira,Maicao
COL052,Seguimiento/Cierre,Atlántico,Soledad
COL052,Seguimiento/Cierre,Arauca,Arauquita
COL053,Apertura,Norte de Santander,Sardinata
COL053,Apertura,Caquetá,Belén de los Andaquíes
COL053,Apertura,Norte de Santander,El Tarra
COL053,Apertura,Caquetá,San Vicente del Caguán
COL053,Apertura,Caquetá,Curillo
COL053,Apertura,Caquetá,Albania
COL053,Seguimiento/Cierre,Norte de Santander,El Tarra
COL053,Seguimiento/Cierre,Norte de Santander,Sardinata
COL053,Seguimiento/Cierre,Norte de Santander,Cúcuta
COL053,Seguimiento/Cierre,Meta,Mesetas
COL053,Seguimiento/Cierre,Caquetá,Albania
COL053,Seguimiento/Cierre,Caquetá,Belén de los Andaquíes
COL053,Seguimiento/Cierre,Caquetá,Curillo
COL053,Seguimiento/Cierre,Caquetá,San José del Fragua
COL053,Seguimiento/Cierre,Caquetá,San Vicente del Caguán
COL054,Unico encuentro,Nariño,Tumaco
COL054,Unico encuentro,La Guajira,Riohacha
COL054,Unico encuentro,Chocó,Quibdó
COL054,Unico encuentro,Cauca,Popayán
COL055,Unico encuentro,La Guajira,Riohacha
COL055,Unico encuentro,Chocó,Quibdó
COL055,Unico encuentro,Chocó,Quibdó
COL055,Unico encuentro,Cauca,Popayán
COL056,Apertura,Tolima,Guamo
COL056,Apertura,La Guajira,Riohacha
COL056,Apertura,Córdoba,Tuchín
COL056,Apertura,Caldas,Aguadas
COL056,Apertura,Bolívar,San Jacinto
COL056,Apertura,Antioquia,El Carmen de Vivoral
COL056,Seguimiento/Cierre,Tolima,La Chamba
COL056,Seguimiento/Cierre,Putumayo,Sibundoy
COL056,Seguimiento/Cierre,La Guajira,Riohacha
COL056,Seguimiento/Cierre,Córdoba,Tuchín
COL056,Seguimiento/Cierre,Caldas,Aguadas
COL056,Seguimiento/Cierre,Boyacá,Duitama
COL056,Seguimiento/Cierre,Bolívar,San Jacinto
COL056,Seguimiento/Cierre,Bogotá D.C.,Bogotá D.C.
COL056,Seguimiento/Cierre,Antioquia,El Carmen de Viboral
COL057,Apertura,Norte de Santander,Tibú
COL057,Apertura,Norte de Santander,Hacarí
COL057,Apertura,Norte de Santander,Convención
COL057,Apertura,Meta,Puerto Concordia
COL057,Apertura,Meta,Mesetas
COL057,Apertura,Meta,Mapiripán
COL057,Apertura,Caquetá,Morelia
COL057,Apertura,Caquetá,Solita
COL057,Apertura,Caquetá,Valparaiso
COL057,Apertura,Caquetá,San josé del fragua
COL057,Seguimiento/Cierre,Norte de Santander,Tibú
COL057,Seguimiento/Cierre,Norte de Santander,Teorama
COL057,Seguimiento/Cierre,Norte de Santander,Sardinata
COL057,Seguimiento/Cierre,Norte de Santander,El Tarra
COL057,Seguimiento/Cierre,Norte de Santander,Convención
COL057,Seguimiento/Cierre,Norte de Santander,San Calixto
COL057,Seguimiento/Cierre,Norte de Santander,El Carmen
COL057,Seguimiento/Cierre,Norte de Santander,Hacarí
COL057,Seguimiento/Cierre,Meta,Mapiripán
COL057,Seguimiento/Cierre,Meta,Puerto Rico
COL057,Seguimiento/Cierre,Meta,Puerto Concordia
COL057,Seguimiento/Cierre,Meta,Mesetas
COL057,Seguimiento/Cierre,Meta,Vista Hermosa
COL057,Seguimiento/Cierre,Caquetá,Morelia
COL057,Seguimiento/Cierre,Caquetá,San José del Fragua
COL057,Seguimiento/Cierre,Caquetá,Valparaiso
COL057,Seguimiento/Cierre,Caquetá,Solita
COL057,Seguimiento/Cierre,Caquetá,Albania
COL057,Seguimiento/Cierre,Caquetá,Curillo
COL057,Seguimiento/Cierre,Caquetá,Belén de los Andaquíes
COL058,Apertura,Santander,Bucaramanga
COL058,Apertura,Santander,Piedecuesta
COL058,Apertura,Santander,Floridablanca
COL058,Apertura,Atlántico,Barranquilla
COL058,Apertura,Antioquia,Medellín
COL058,Seguimiento/Cierre,Santander,Bucaramanga
COL058,Seguimiento/Cierre,Atlántico,Barranquilla
COL058,Seguimiento/Cierre,Antioquia,Medellín
COL059,Unico encuentro,Nariño,Pasto
COL059,Unico encuentro,La Guajira,Riohacha
COL059,Unico encuentro,Chocó,Quibdó
COL059,Unico encuentro,Cauca,Popayán
COL060,Unico encuentro,Nariño,Pasto
COL060,Unico encuentro,Chocó,Quibdó
COL060,Unico encuentro,Cauca,Popayán
COL061,Apertura,Putumayo,Valle del Guamuez
COL061,Apertura,Putumayo,Mocoa
COL061,Apertura,Putumayo,Orito
COL061,Apertura,Putumayo,San Miguel
COL061,Apertura,Nariño,Ipilaes
COL061,Apertura,Huila,Altamira
COL061,Apertura,Cauca,Piamonte
COL061,Seguimiento,Putumayo,Valle del Guamuez
COL061,Seguimiento,Putumayo,Mocoa
COL061,Seguimiento,Putumayo,Orito
COL061,Seguimiento,Putumayo,San Miguel
COL061,Seguimiento,Nariño,Ipilaes
COL061,Seguimiento,Huila,Altamira
COL061,Seguimiento,Cauca,Piamonte
COL061,Cierre,Putumayo,Valle del Guamuez
COL061,Cierre,Putumayo,Mocoa
COL061,Cierre,Putumayo,Orito
COL061,Cierre,Putumayo,San Miguel
COL061,Cierre,Putumayo,Puerto Asís
COL062,Apertura,Caquetá,San José del Fragua
COL062,Apertura,Caquetá,Morelia
COL062,Apertura,Caquetá,Valparaiso
COL062,Apertura,Caquetá,Solita
COL062,Apertura,Caquetá,Florencia
COL062,Apertura,Caquetá,Belén de los Andaquíes
COL062,Apertura,Caquetá,Curillo
COL062,Apertura,Norte de Santander,Hacarí
COL062,Apertura,Norte de Santander,Cúcuta
COL062,Apertura,Norte de Santander,Ábrego
COL062,Apertura,Norte de Santander,Teorama
COL062,Apertura,Norte de Santander,Ocaña
COL062,Apertura,Norte de Santander,Tibú
COL062,Apertura,Meta,Puerto Rico
COL062,Apertura,Meta,Puerto Concordia
COL062,Apertura,Meta,Mesetas
COL062,Apertura,Meta,Mapiripan
COL062,Apertura,Meta,Villavicencio
COL062,Seguimiento,Caquetá,San José del Fragua
COL062,Seguimiento,Caquetá,Morelia
COL062,Seguimiento,Caquetá,Valparaiso
COL062,Seguimiento,Caquetá,Solita
COL062,Seguimiento,Caquetá,Florencia
COL062,Seguimiento,Caquetá,Belén de los Andaquíes
COL062,Seguimiento,Caquetá,Curillo
COL062,Seguimiento,Norte de Santander,Hacarí
COL062,Seguimiento,Norte de Santander,Cúcuta
COL062,Seguimiento,Norte de Santander,Ábrego
COL062,Seguimiento,Norte de Santander,Teorama
COL062,Seguimiento,Norte de Santander,Ocaña
COL062,Seguimiento,Norte de Santander,Tibú
COL062,Seguimiento,Meta,Puerto Rico
COL062,Seguimiento,Meta,Puerto Concordia
COL062,Seguimiento,Meta,Mesetas
COL062,Seguimiento,Meta,Mapiripan
COL062,Seguimiento,Meta,Villavicencio
COL062,Cierre,Caquetá,San José del Fragua
COL062,Cierre,Caquetá,Morelia
COL062,Cierre,Caquetá,Valparaiso
COL062,Cierre,Caquetá,Solita
COL062,Cierre,Caquetá,Florencia
COL062,Cierre,Caquetá,Belén de los Andaquíes
COL062,Cierre,Caquetá,Curillo
COL062,Cierre,Norte de Santander,Hacarí
COL062,Cierre,Norte de Santander,Cúcuta
COL062,Cierre,Norte de Santander,Ábrego
COL062,Cierre,Norte de Santander,Teorama
COL062,Cierre,Norte de Santander,Ocaña
COL062,Cierre,Norte de Santander,Tibú
COL062,Cierre,Meta,Puerto Rico
COL062,Cierre,Meta,Puerto Concordia
COL062,Cierre,Meta,Mesetas
COL062,Cierre,Meta,Mapiripan
COL062,Cierre,Meta,Villavicencio
COL063,Apertura,Norte de Santander,Tibú
COL063,Apertura,Norte de Santander,La Gabarra
COL063,Apertura,Meta,Mesetas
COL063,Apertura,Caquetá,Solano
COL063,Apertura,Caquetá,Milán
COL063,Apertura,Caquetá,Ríos Alto
COL063,Apertura,Bogotá D.C.,Bogotá D.C.
COL063,Seguimiento/Cierre,Norte de Santander,Tibú
COL063,Seguimiento/Cierre,Norte de Santander,La Gabarra
COL063,Seguimiento/Cierre,Meta,Mesetas
COL063,Seguimiento/Cierre,Caquetá,Solano
COL063,Seguimiento/Cierre,Caquetá,Milán
COL063,Seguimiento/Cierre,Caquetá,Ríos Alto
COL063,Seguimiento/Cierre,Bogotá D.C.,Bogotá D.C.
COL064,Apertura,Chocó,Quibdó
COL064,Apertura,La Guajira,Riohacha
COL064,Apertura,Nariño,Pasto
COL064,Apertura,Valle del Cauca,Cali
COL064,Apertura,Cauca,Popayán
COL064,Seguimiento/Cierre,Chocó,Quibdó
COL064,Seguimiento/Cierre,La Guajira,Riohacha
COL064,Seguimiento/Cierre,Nariño,Pasto
COL064,Seguimiento/Cierre,Valle del Cauca,Cali
COL064,Seguimiento/Cierre,Cauca,Popayán
COL065,Apertura,Antioquia,La Ceja
COL065,Apertura,Antioquia,Marinilla
COL065,Apertura,Antioquia,El Santuario
COL065,Apertura,Antioquia,Medellín
COL065,Apertura,Quindío,Armenia
COL065,Apertura,Atlántico,Barranquilla
COL065,Apertura,Bogotá D.C.,Bogotá D.C.
COL065,Apertura,Valle del Cauca,Bolívar
COL065,Apertura,Valle del Cauca,Cali
COL065,Apertura,Santander,Bucaramanga
COL065,Apertura,Bolívar,Cartagena
COL065,Apertura,Norte de Santander,Cúcuta
COL065,Apertura,Antioquia,Envigado
COL065,Apertura,Antioquia,Girardota
COL065,Apertura,Antioquia,La Estrella
COL065,Apertura,Santander,Málaga
COL065,Apertura,Valle del Cauca,Palmira
COL065,Apertura,La Guajira,Riohacha
COL065,Apertura,Antioquia,Sabaneta
COL065,Apertura,San Andrés y Providencia,San Andrés Isla
COL065,Apertura,Cesar,Valledupar
COL065,Apertura,Putumayo,Villa Garzón
COL065,Seguimiento,Bogotá D.C.,Bogotá D.C.
COL065,Seguimiento,Bolívar,Cartagena
COL065,Seguimiento,Valle del Cauca,Palmira
COL065,Seguimiento,Santander,Bucaramanga
COL065,Seguimiento,Antioquia,Medellín
COL065,Seguimiento,Antioquia,El Santuario
COL065,Seguimiento,Valle del Cauca,Cali
COL065,Seguimiento,Antioquia,Envigado
COL065,Seguimiento,San Andrés y Providencia,San Andrés
COL065,Seguimiento,Cundinamarca,Cajicá
COL065,Seguimiento,Antioquia,Sabaneta
COL065,Seguimiento,Antioquia,Guarne
COL065,Cierre,Bogotá D.C.,Bogotá D.C.
COL065,Cierre,Bolívar,Cartagena
COL065,Cierre,Valle del Cauca,Palmira
COL065,Cierre,Santander,Bucaramanga
COL065,Cierre,Antioquia,Medellín
COL065,Cierre,Antioquia,El Santuario
COL065,Cierre,Valle del Cauca,Cali
COL065,Cierre,Antioquia,Envigado
COL065,Cierre,San Andrés y Providencia,San Andrés
COL065,Cierre,Cundinamarca,Cajicá
COL065,Cierre,Antioquia,Sabaneta
COL065,Cierre,Antioquia,Guarne
COL066,Apertura,Norte de Santander,Cúcuta
COL066,Apertura,Putumayo,Valle del Guamuez
COL066,Apertura,Bogotá D.C.,Bogotá D.C.
COL066,Apertura,Antioquia,San Pedro de los Milagros
COL066,Apertura,Amazonas,Leticia
COL066,Apertura,Amazonas,Puerto Nariño
COL066,Apertura,Norte de Santander,Ocaña
COL066,Apertura,Nariño,Barbacoas
COL066,Apertura,Norte de Santander,Tibú
COL066,Apertura,Norte de Santander,El Tarra
COL066,Apertura,Nariño,Pasto
COL066,Apertura,Meta,Villavicencio
COL066,Apertura,Nariño,Ancuya
COL066,Apertura,Atlántico,Barranquilla
COL066,Apertura,Valle del Cauca,Cali
COL066,Apertura,Chocó,Rio Quito
COL066,Apertura,Santander,
COL066,Apertura,Guaviare,
COL066,Apertura,Cauca,Pueblo Nuevo
COL066,Apertura,Cauca,Popayán
COL066,Apertura,Córdoba,San Anterio
COL066,Seguimiento/Cierre,Bogotá D.C.,Bogotá D.C.
COL066,Seguimiento/Cierre,Norte de Santander,Tibú
COL066,Seguimiento/Cierre,Cundinamarca,Soacha
COL066,Seguimiento/Cierre,Cauca,Popayán
COL066,Seguimiento/Cierre,Nariño,Pasto
COL066,Seguimiento/Cierre,Boyacá,Tunja
COL066,Seguimiento/Cierre,Córdoba,San Antero
COL066,Seguimiento/Cierre,Nariño,Ancuya
COL066,Seguimiento/Cierre,Tolima,Ibagué
COL066,Seguimiento/Cierre,Chocó,Quibdó
COL067,Apertura,Valle del Cauca,Cali
COL067,Apertura,Risaralda,Pereira
COL067,Apertura,Bolívar,Cartagena
COL067,Apertura,Bogotá D.C.,Bogotá D.C.
COL067,Apertura,Boyacá,Tunja
COL067,Seguimiento/Cierre,Bogotá D.C.,Bogotá D.C.
COL067,Seguimiento/Cierre,Valle del Cauca,Cali
COL067,Seguimiento/Cierre,Risaralda,Pereira
COL068,Apertura,Amazonas,Leticia
COL068,Apertura,La Guajira,Paraguachon
COL068,Apertura,Amazonas,Puerto Nariño
COL068,Apertura,Norte de Santander,Villa del Rosario
COL068,Seguimiento,Amazonas,Leticia
COL068,Seguimiento,La Guajira,Paraguachon
COL068,Seguimiento,Amazonas,Puerto Nariño
COL068,Seguimiento,Norte de Santander,Villa del Rosario
COL068,Cierre,Amazonas,Leticia
COL068,Cierre,La Guajira,Paraguachon
COL068,Cierre,Amazonas,Puerto Nariño
COL068,Cierre,Norte de Santander,Villa del Rosario
COL069,Unico encuentro,Amazonas,Leticia
COL069,Unico encuentro,Antioquia,Medellín
COL069,Unico encuentro,Atlántico,Barranquilla
COL069,Unico encuentro,Bolívar,Cartagena
COL069,Unico encuentro,Boyacá,Tunja
COL069,Unico encuentro,Caldas,Manizales
COL069,Unico encuentro,Caquetá,Florencia
COL069,Unico encuentro,Cesar,Valledupar
COL069,Unico encuentro,Chocó,Quibdó
COL069,Unico encuentro,Cundinamarca,Cundinamarca
COL069,Unico encuentro,Guaviare,San José de Guaviare
COL069,Unico encuentro,Huila,Neiva
COL069,Unico encuentro,Magdalena,Santa Martha
COL069,Unico encuentro,Meta,Villavicencio
COL069,Unico encuentro,Nariño,Pasto
COL069,Unico encuentro,Norte de Santander,Cúcuta
COL069,Unico encuentro,Quindío,Armenia
COL069,Unico encuentro,Risaralda,Pereira
COL069,Unico encuentro,Santander,Bucaramanga
COL069,Unico encuentro,Sucre,Sincelejo
COL069,Unico encuentro,Tolima,Ibagué
COL069,Unico encuentro,Valle del Cauca,Cali
COL069,Unico encuentro,Vichada,Puerto Carreño
COL070,Apertura,Norte de Santander,Sardinata
COL070,Apertura,Norte de Santander,San Calixto
COL070,Apertura,Bolívar,Santa Rosa
COL070,Apertura,Norte de Santander,Tibú
COL070,Apertura,Norte de Santander,Convención
COL070,Apertura,Putumayo,Orito
COL070,Apertura,Putumayo,Valle del Guamuez
COL070,Apertura,Antioquia,Valdivia
COL070,Apertura,Norte de Santander,Cúcuta
COL070,Apertura,Bogotá D.C.,Bogotá D.C.
COL070,Apertura,Santander,San Vicente
COL070,Apertura,Nariño,Tumaco
COL070,Apertura,Santander,Teorama
COL071,Apertura,Meta,San Martín
COL071,Apertura,Norte de Santander,Zulia
COL071,Apertura,Norte de Santander,Villa del Rosario
COL071,Apertura,Norte de Santander,Tibú
COL071,Seguimiento,Meta,San Martín
COL071,Seguimiento,Norte de Santander,Zulia
COL071,Seguimiento,Norte de Santander,Villa del Rosario
COL071,Seguimiento,Norte de Santander,Tibú
COL071,Seguimiento,Meta,San Martín
COL071,Seguimiento,Norte de Santander,Zulia
COL071,Seguimiento,Norte de Santander,Villa del Rosario
COL071,Seguimiento,Norte de Santander,Tibú
COL072,Apertura,Antioquia,Ituango
COL072,Apertura,Antioquia,Briceño
COL072,Apertura,Magdalena,Santa Marta
COL072,Apertura,Norte de Santander,San Calixto
COL072,Apertura,Norte de Santander,Teorama
COL072,Apertura,Norte de Santander,Convención
COL072,Apertura,Norte de Santander,Argelia
COL072,Apertura,Nariño,Ricaurte
COL072,Apertura,Nariño,Samaniego
COL073,Apertura,Norte de Santander,Ocaña
COL073,Apertura,Norte de Santander,Teorama
COL073,Apertura,Norte de Santander,Tibú
COL073,Apertura,Valle del Cauca,Cali
COL073,Apertura,Valle del Cauca,Jamundí
COL073,Apertura,Caquetá,San José del Fragua
COL073,Apertura,Caquetá,Belén de los Andaquíes
COL073,Apertura,Caquetá,Solita
COL073,Apertura,Meta,Mesetas
COL074,Apertura,Atlántico,Barranquilla
COL074,Apertura,Norte de Santander,Cúcuta
COL074,Apertura,Santander,Bucaramanga
COL074,Apertura,Valle del Cauca,Cali
COL074,Apertura,Bolívar,Cartagena
